,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,popularity,artist_name,song_name,lyrics,lyric link,Mean.Timbre,Median.Timbre,Variance.Timbre,Skewness.Timbre,Min.Timbre,Max.Timbre,Mean.Pitches,Median.Pitches,Variance.Pitches,Skewness.Pitches,Min.Pitches,Max.Pitches,artist_followers
501,69CDsup7hfmoiCjMt9lFNq,0.59,0.877,2,-4.299,0,0.0694,0.0805,2.65E-05,0.341,0.527,160.027,audio_features,spotify:track:69CDsup7hfmoiCjMt9lFNq,https://api.spotify.com/v1/tracks/69CDsup7hfmoiCjMt9lFNq,https://api.spotify.com/v1/audio-analysis/69CDsup7hfmoiCjMt9lFNq,237680,4,43,James Arthur,Skeletons,"[Verse 1]
This hidden thing
That you don't see
They call them skeletons
Don't be scared of them
'Cause you're still you
And I'm still me
It's all irrelevant
We all got skeletons

[Pre-Chorus]
You could tell me everything
And then we could forget it
Baby, you could show me all your demons in a minute
It could be a battle
When the words come back around, around
We don't ever got to tell a lie
And then relive it
I could show you demons
Only you could take a minute
Show me that you'll be there
When the walls come crashing down

[Chorus]
When you're holding back the words
'Cause you're afraid of being hurt
Just let love in
Just let love in
Oh, we're only skin and bone
We don't have to be alone
Just let love in
Just let love in
I just let love in
Just let love in

[Verse 2]
Sink or swim
What will it be?
We all got skeletons
Set them free
But now I'm over it
And I'm under you
So tell me everything
Take a trip to the moon

[Chorus]
Oh, when you're holding back the words
'Cause you're afraid of being hurt
Just let love in
Just let love in
Oh, we're only skin and bone
We don't have to be alone
Just let love in
Just let love in
I just let love in
Just let love in

[Bridge]
You could tell me everything
And then we could forget it
Baby, you could show me all your demons in a minute
It could be a battle
When the words come back around, around
We don't ever got to tell a lie
And then relive it
I could show you demons
Only you could take a minute
Tell me that you'll be there
When the walls come crashing down, down

[Chorus]
Oh, when you're holding back the words
'cause you're afraid of being hurt
Just let love in
Just let love in
Oh, we're only skin and bone
We don't have to be alone
Just let love in
Just let love in
I just let love in
Just let love in
I just let love in
Just let love in",https://genius.com/James-arthur-skeletons-lyrics,5.281706492,2.668476386,1258.017892,0.215967387,-49.95513418,67.12661594,0.385061314,0.310213548,0.074878745,NA,0.119430449,1,9255189
502,69iiDrtnLNPWviEvaaRuvC,0.232,0.925,9,-19.327,0,0.329,0.908,0.576,0.835,0.0426,101.225,audio_features,spotify:track:69iiDrtnLNPWviEvaaRuvC,https://api.spotify.com/v1/tracks/69iiDrtnLNPWviEvaaRuvC,https://api.spotify.com/v1/audio-analysis/69iiDrtnLNPWviEvaaRuvC,20413,3,10,Cast,Intro,[Instrumental],https://genius.com/Cast-of-a-star-is-born-intro-lyrics,6.510267039,2.596487537,1334.680577,0.378260561,-50.7751453,76.55474022,0.50396717,0.450397001,0.047400776,NA,0.29156283,1,1782
503,6A53tLi9vpLhmgaEvzRyip,0.568,0.565,11,-7.187,1,0.338,0.116,0,0.428,0.403,137.075,audio_features,spotify:track:6A53tLi9vpLhmgaEvzRyip,https://api.spotify.com/v1/tracks/6A53tLi9vpLhmgaEvzRyip,https://api.spotify.com/v1/audio-analysis/6A53tLi9vpLhmgaEvzRyip,141898,4,62,Glass Animals,Heat Waves - Diplo Remix,"[Intro]
(Last night, all I think about is you)
(Don't stop, baby, you can walk through)
(Don't want, baby, think about you)
(You know that I'm never gonna lose)
Road shimmer wigglin' the vision
Heat, heat waves, I'm swimmin' in a mirror
Road shimmer wigglin' the vision
Heat, heat waves, I'm swimmin' in a—

[Chorus]
Sometimes, all I think about is you
Late nights in the middle of June
Heat waves been fakin' me out
Can't make you happier now
Sometimes, all I think about is you
Late nights in the middle of June
Heat waves been fakin' me out
Can't make you happier now

[Verse 1]
Usually, I put somethin' on TV
So we never think about you and me
But today, I see our reflections clearly
In Hollywood, layin' on the screen
You just need a better life than this
You need somethin' I can never give
Fake water all across the road
It's gone now, the night has come, but

[Chorus]
Sometimes, all I think about is you
Late nights in the middle of June
Heat waves been fakin' me out
Can't make you happier now

[Verse 2]
You can't fight it, you can't breathe
You say somethin' so lovin', but
Now I gotta let you go
You'll be better off in someone new
I don't wanna be alone
You know it hurts me too
You look so broken when you cry
One more and then I say goodbye

[Chorus]
Sometimes, all I think about is you
Late nights in the middle of June
Heat waves been fakin' me out
Can't make you happier now
Sometimes, all I think about is you
Late nights in the middle of June
Heat waves been fakin' me out
Can't make you happier now

[Bridge]
I just wonder what you're dreamin' of
When you sleep and smile so comfortable
I just wish that I could give you that
That look that's perfectly un-sad
Sometimes, all I think about is you
Late nights in the middle of June
Heat waves been fakin' me out
Heat waves been fakin' me out

[Chorus]
Sometimes, all I think about is you
Late nights in the middle of June
Heat waves been fakin' me out
Can't make you happier now
Sometimes, all I think about is you
Late nights in the middle of June
Heat waves been fakin' me out
Can't make you happier now

[Outro]
Road shimmer wigglin' the vision
Heat, heat waves, I'm swimmin' in a mirror
Road shimmer wigglin' the vision
Heat, heat waves, I'm swimmin' in a mirror",https://genius.com/Glass-animals-heat-waves-lyrics,1.072835287,-2.780425828,1743.459145,0.391438056,-60.50344585,80.40146536,0.33163035,0.231044859,0.08696142,NA,0.083986163,1,2389371
504,6A53tLi9vpLhmgaEvzRyip,0.568,0.565,11,-7.187,1,0.338,0.116,0,0.428,0.403,137.075,audio_features,spotify:track:6A53tLi9vpLhmgaEvzRyip,https://api.spotify.com/v1/tracks/6A53tLi9vpLhmgaEvzRyip,https://api.spotify.com/v1/audio-analysis/6A53tLi9vpLhmgaEvzRyip,141898,4,62,Diplo,Heat Waves - Diplo Remix,"[Intro]
(Last night, all I think about is you)
(Don't stop, baby, you can walk through)
(Don't want, baby, think about you)
(You know that I'm never gonna lose)
Road shimmer wigglin' the vision
Heat, heat waves, I'm swimmin' in a mirror
Road shimmer wigglin' the vision
Heat, heat waves, I'm swimmin' in a—

[Chorus]
Sometimes, all I think about is you
Late nights in the middle of June
Heat waves been fakin' me out
Can't make you happier now
Sometimes, all I think about is you
Late nights in the middle of June
Heat waves been fakin' me out
Can't make you happier now

[Verse 1]
Usually, I put somethin' on TV
So we never think about you and me
But today, I see our reflections clearly
In Hollywood, layin' on the screen
You just need a better life than this
You need somethin' I can never give
Fake water all across the road
It's gone now, the night has come, but

[Chorus]
Sometimes, all I think about is you
Late nights in the middle of June
Heat waves been fakin' me out
Can't make you happier now

[Verse 2]
You can't fight it, you can't breathe
You say somethin' so lovin', but
Now I gotta let you go
You'll be better off in someone new
I don't wanna be alone
You know it hurts me too
You look so broken when you cry
One more and then I say goodbye

[Chorus]
Sometimes, all I think about is you
Late nights in the middle of June
Heat waves been fakin' me out
Can't make you happier now
Sometimes, all I think about is you
Late nights in the middle of June
Heat waves been fakin' me out
Can't make you happier now

[Bridge]
I just wonder what you're dreamin' of
When you sleep and smile so comfortable
I just wish that I could give you that
That look that's perfectly un-sad
Sometimes, all I think about is you
Late nights in the middle of June
Heat waves been fakin' me out
Heat waves been fakin' me out

[Chorus]
Sometimes, all I think about is you
Late nights in the middle of June
Heat waves been fakin' me out
Can't make you happier now
Sometimes, all I think about is you
Late nights in the middle of June
Heat waves been fakin' me out
Can't make you happier now

[Outro]
Road shimmer wigglin' the vision
Heat, heat waves, I'm swimmin' in a mirror
Road shimmer wigglin' the vision
Heat, heat waves, I'm swimmin' in a mirror",https://genius.com/Glass-animals-heat-waves-lyrics,1.072835287,-2.780425828,1743.459145,0.391438056,-60.50344585,80.40146536,0.33163035,0.231044859,0.08696142,NA,0.083986163,1,2389371
505,6aNP9GlBi3VHPXl7w3Qjr9,0.524,0.571,8,-9.686,1,0.0273,0.0271,0,0.111,0.373,101.626,audio_features,spotify:track:6aNP9GlBi3VHPXl7w3Qjr9,https://api.spotify.com/v1/tracks/6aNP9GlBi3VHPXl7w3Qjr9,https://api.spotify.com/v1/audio-analysis/6aNP9GlBi3VHPXl7w3Qjr9,210800,4,47,Queen,39 - Remastered 2011,"[Instrumental intro]

[Verse 1]
In the year of '39
Assembled here the Volunteers
In the days when lands were few
Here the ship sailed out into the blue and sunny morn
Sweetest sight ever seen
And the night followed day
And the storytellers say
That the score brave souls inside
For many a lonely day
Sailed across the milky seas
Ne'er looked back, never feared, never cried

[Chorus]
Don't you hear my call?
Though you're many years away
Don't you hear me calling you?
Write your letters in the sand
For the day I take your hand
In the land that our grandchildren knew

[Instrumental break]

[Verse 2]
In the year of '39
Came a ship in from the blue
The Volunteers came home that day
And they bring good news
Of a world so newly born
Though their hearts so heavily weigh
For the Earth is old and grey
Little darlin', we'll away
But my love this cannot be
For so many years are gone
Though I'm older but a year
Your mother's eyes from your eyes cry to me

[Chorus]
Don't you hear my call?
Though you're many years away
Don't you hear me calling you?
Write your letters in the sand
For the day I take your hand
In the land that our grandchildren knew

[Outro]
Don't you hear my call?
Though you're many years away
Don't you hear me calling you?
All your letters in the sand
Cannot heal me like your hand
For my life still ahead, pity me",https://genius.com/Queen-39-lyrics,5.738291883,1.758988872,1131.348752,0.444283001,-43.05786949,70.01724574,0.341706671,0.24828398,0.081741441,NA,0.078970478,1,39408315
506,6b2mfHMqWCA74XmUuVJm8r,0.666,0.603,1,-5.671,1,0.0763,0.497,0,0.112,0.262,102.94,audio_features,spotify:track:6b2mfHMqWCA74XmUuVJm8r,https://api.spotify.com/v1/tracks/6b2mfHMqWCA74XmUuVJm8r,https://api.spotify.com/v1/audio-analysis/6b2mfHMqWCA74XmUuVJm8r,141413,4,67,Post Malone,I Know,"[Verse 1]
Our love will never be another
You're just a devil undercover (Undercover)
Found you when you were in the gutter (In the gutter)
Shit was sweet until I was a sucker, shout out Jonas Brothers
I learned more than I cared to discover (Discover)
Don't you know that I'm more than a come up? (Come up)
You act up and then act like it's nothin' (Nothin')
Sold your soul, you stone cold, you a stunner (Stunner)

[Pre-Chorus]
Every time you left (Left), shit was never right (Right)
In another bed (Bed) every single night (Night)
Had it to a science (Science), you were so precise ('Cise)
See it in your eyes (Eyes), saw you in the light (Light)
Somehow, mami, I still want you
Listen to me, don't drive away (Don't drive away)
Kill me softly, your hold on me is (Ooh)
Somethin' I can't explain

[Chorus]
I know you could never be my bitch (Yeah)
Shit could never be like this (Oh)
I know, stop thinkin' you're in my plans (Plans)
Hunnid times you blew another chance (Chance)
I know you were gettin' down on the low (Down the low)
Then runnin' back to me in the morning (In the morning)
I know shit could never be like this
You could never be my bitch
No, no
(Oh)

[Verse 2]
Our love will never be another (Uh)
You're just a devil undercover (Undercover)
Found you when you were in the gutter (In the gutter)
Shit was sweet until I was a sucker ('Til I was a sucker, yeah)
Rather be single for life (Single for life, rather be single)
Than be fuckin' with you
I ain't rollin' the dice, no (I ain't rollin' the dice)
I ain't playin' to lose (No)

[Pre-Chorus]
Every time you left, shit was never right (No)
In another bed (Bed) every single night (Oh)
Had it to a science, you were so precise (Yeah)
See it in your eyes, saw you in the light (Light)
Somehow, mami, I still want you (Want you)
Listen to me, don't drive away (Don't drive away)
Kill me softly, your hold on me is (Ayy)
Somethin' I can't explain

[Chorus]
I know you could never be my bitch (Be my bitch)
Shit could never be like this (Be like this)
I know, stop thinkin' you're in my plans (Plans)
Hunnid times you blew another chance (Blew another chance)
I know you were gettin' down on the low (Down on the low)
Then runnin' back to me in the morning
I know shit could never be like this (Be like this)
You could never be my bitch
No, no

[Outro]
Be my bitch
It could never be like this
Shit could never be like this
It could never be like this",https://genius.com/Post-malone-i-know-lyrics,5.051838063,3.786499218,1438.76748,-0.042170549,-59.92180058,65.13397146,0.307777929,0.203310866,0.09047124,NA,0.056374886,1,35717401
507,6b5P51m8xx2XA6U7sdNZ5E,0.218,0.652,4,-7.953,0,0.0641,0.033,0.111,0.172,0.0599,65.375,audio_features,spotify:track:6b5P51m8xx2XA6U7sdNZ5E,https://api.spotify.com/v1/tracks/6b5P51m8xx2XA6U7sdNZ5E,https://api.spotify.com/v1/audio-analysis/6b5P51m8xx2XA6U7sdNZ5E,250053,4,70,The Weeknd,Alone Again,"[Verse]
Take off my disguise
I'm living someone else's life
Suppressing who I was inside
So I throw two thousand ones in the sky
Together we're alone (Together we're alone)
In Vegas, I feel so at home (In Vegas, I feel so at home)
I'm falling only for the night
So I throw two thousand ones in the sky (The sky)
Oh, oh, oh, how much to light up my star again
And rewire all my thoughts?
Oh, baby, won't you remind me what I am
And break, break my little cold heart?

[Bridge]
Oh, oh, oh, oh
Oh-oh, oh-oh-oh, oh, oh-oh
Oh-oh, oh, oh-oh-oh, oh
Oh, oh-oh-oh, oh

[Chorus]
Call me up and I'll send for you
Take me down to your altitude
I don't know if I can be alone again (Alone again)
I don't know if I can sleep alone again (Alone again)
Check my pulse for a second time (A second time)
I took too much, I don't wanna die
I don't know if I can be alone again (Alone again)
I don't know if I can sleep alone again

[Bridge]
Woah-oh-oh-oh-oh
Woah-oh-oh-oh-oh
Oh-oh-oh, oh-oh, oh, oh, oh, oh, oh-oh
Oh-oh-oh, oh-oh, oh, oh, oh, oh, oh-oh

[Outro]
Count it up, it's all for you, count it up
Count it up, it's all for you, count it up
'Cause I don't know if I can be alone again
I don't know if I can be alone again",https://genius.com/The-weeknd-alone-again-lyrics,6.224637258,5.825855755,985.0768203,-0.115609746,-49.47525599,55.58620871,0.306129374,0.206732411,0.092096462,NA,0.056353385,1,41256364
508,6bnF93Rx87YqUBLSgjiMU8,0.537,0.746,10,-5.507,0,0.15,0.0236,1.01E-06,0.156,0.252,170.062,audio_features,spotify:track:6bnF93Rx87YqUBLSgjiMU8,https://api.spotify.com/v1/tracks/6bnF93Rx87YqUBLSgjiMU8,https://api.spotify.com/v1/audio-analysis/6bnF93Rx87YqUBLSgjiMU8,198267,4,79,The Weeknd,Heartless,"[Intro]
Young Metro, young Metro, young Metro (Sheesh)
Ayy (Ayy)
Young Metro, young Metro

[Verse 1]
Never need a bitch, I'm what a bitch need (Bitch need)
Tryna find the one that can fix me
I've been dodgin' death in the six-speed
Amphetamine got my stummy feelin' sickly
Yeah, I want it all now
I've been runnin' through the pussy, need a dog pound
Hundred models gettin' faded in the compound
Tryna love me, but they never get a pulse down

[Chorus]
Why? 'Cause I'm heartless
And I'm back to my ways 'cause I'm heartless
All this money and this pain got me heartless
Low life for life 'cause I'm heartless
Said I'm heartless
Tryna be a better man, but I'm heartless
Never be a weddin' plan for the heartless
Low life for life 'cause I'm heartless

[Verse 2]
Said I'm heartless
So much pussy, it be fallin' out the pocket
Metro Boomin turn this ho into a moshpit
Tesla pill got me flyin' like a cockpit
Yeah, I got her watchin'
Call me up, turn that pussy to a faucet
Duffle bags full of drugs and a rocket
Stix drunk, but he never miss a target
Photoshoots, I'm a star now (Star)
I'm talkin' Time, Rolling Stone, and Bazaar now (Bazaar now)
Sellin' dreams to these girls with their guard down (What?)
Seven years, I've been swimmin' with the sharks now

[Chorus]
Why? 'Cause I'm heartless
And I'm back to my ways 'cause I'm heartless
All this money and this pain got me heartless
Low life for life 'cause I'm heartless
Said I'm heartless
Tryna be a better man, but I'm heartless
Never be a weddin' plan for the heartless
Low life for life 'cause I'm heartless

[Bridge]
I lost my heart and my mind
I try to always do right
I thought I lost you this time
You just came back in my life
You never gave up on me (Why don't you?)
I'll never know what you see (Why won't you?)
I don't do well when alone (Oh yeah)
You hear it clear in my tone

[Chorus]
'Cause I'm heartless (Ooh)
And I'm back to my ways 'cause I'm heartless
All this money and this pain got me heartless
Low life for life 'cause I'm heartless
Said I'm heartless
Tryna be a better man, but I'm heartless
Never be a weddin' plan for the heartless
Low life for life 'cause I'm heartless",https://genius.com/The-weeknd-heartless-lyrics,7.214017677,4.944179854,1347.33155,0.128032203,-52.58990623,70.50295453,0.335308281,0.232224879,0.091869951,NA,0.072620033,1,41256364
509,6C3wj5V8mqLYtYqgJCABZW,0.395,0.446,2,-9.819,0,0.0452,0.314,9.26E-05,0.348,0.18,140.558,audio_features,spotify:track:6C3wj5V8mqLYtYqgJCABZW,https://api.spotify.com/v1/tracks/6C3wj5V8mqLYtYqgJCABZW,https://api.spotify.com/v1/audio-analysis/6C3wj5V8mqLYtYqgJCABZW,500960,4,47,Queen,The Prophet's Song - Remastered 2011,"[Instrumental intro]

[Intro]
Oh-oh, people of the earth
""Listen to the warning,"" the seer he said
Beware the storm that gathers here
Listen to the wise man

[Verse 1]
I dreamed I saw on a moonlit stair
Spreading his hand on the multitude there
A man who cried for a love gone stale
And ice cold hearts of charity bare
I watched as fear took the old man's gaze
Hopes of the young in troubled graves

[Pre-Chorus]
""I see no day,"" I heard him say
So grey is the face of every mortal

[Chorus]
Oh-oh, people of the earth
""Listen to the warning,"" the prophet he said
For soon the cold of night will fall
Summoned by your own hand
Oh-oh, children of the land
Quicken to the new life, take my hand
Ooh, fly and find the new green bough
Return like the white dove

[Verse 2]
He told of death as a bone white haze
Taking the lost and the unloved babe
Late too late, all the wretches run
These kings of beasts now counting their days
From mother's love is the son estranged
Married his own, his precious gain

[Pre-Chorus]
The earth will shake, in two will break
And death all around will be your dowry

[Chorus]
Oh-oh, people of the earth
""Listen to the warning,"" the seer he said
For those who hear and mark my words
Listen to the good plan

[Bridge]
Oh, oh
And two by two, my human zoo
They'll be running for to come
Running for to come out of the rain
Oh, flee for your life
Who heed me not, let all your treasure make you
Oh, fear for your life
Deceive you not, the fires of hell will take you
Should death await you

[Acapella Canon]
Ah, people can you hear me?
And now I know and now I know
And now I know, I know
I know that you can hear me
And now I know, now I know
Now I know, now I know
Now I know, now I know
Now I know, now I know
Now I know
The earth will shake, in two will break
The earth will shake, in two will break
Death all around, around, around, around
Around, around, around, around
Now I know, now I know, now I know
And now I know, now I know
Now I know, now I know
Now I know, now I know
Now I know, now I know
Whoa, whoa, whoa, whoa
Whoa, whoa, whoa, whoa
Listen to the wise, listen to the wise
Listen to the wise, listen to the wise
Listen to the wise man
La-la
La-la-la-la-la-la
La-la-la-la-la-la
La-la-la-la-la-la
La-la-la-la-la-la
La-la-la-la-la-la
La-la-la-la-la-la
La-la (La-la)
La-la (La-la)
La-la
Come here
I, you
Come here
I, you
Come here
I, you
Ah, ah
Ah, ah
Listen to the man, listen to the man
Listen to the man, listen to the madman

[Instrumental break]

[Pre-Chorus]
God give you grace to purge this place
And peace all around may be your fortune

[Chorus]
Oh-oh, children of the land
Love is still the answer, take my hand
The vision fades, a voice I hear
""Listen to the madman""

[Outro]
Ooh, but still I fear and still I dare not
Laugh at the madman

[String Solo]",https://genius.com/Queen-the-prophets-song-lyrics,14.63623295,7.599352706,2072.440678,0.482935616,-47.51236494,101.013514,0.380031958,0.304854095,0.075161795,NA,0.114719492,1,39408315
510,6CcJMwBtXByIz4zQLzFkKc,0.421,0.131,0,-18.435,1,0.0382,0.952,0.00453,0.109,0.12,137.446,audio_features,spotify:track:6CcJMwBtXByIz4zQLzFkKc,https://api.spotify.com/v1/tracks/6CcJMwBtXByIz4zQLzFkKc,https://api.spotify.com/v1/audio-analysis/6CcJMwBtXByIz4zQLzFkKc,291796,4,82,Billie Eilish,i love you,"[Verse 1]
It's not true
Tell me I've been lied to
Crying isn't like you, ooh
What the hell did I do?
Never been the type to
Let someone see right through, ooh

[Chorus]
Maybe won't you take it back?
Say you were tryna make me laugh
And nothing has to change today
You didn't mean to say ""I love you""
I love you and I don't want to, ooh

[Verse 2]
Up all night on another red-eye
I wish we never learned to fly
Maybe we should just try
To tell ourselves a good lie
Didn't mean to make you cry

[Chorus]
Maybe won't you take it back?
Say you were tryna make me laugh
And nothing has to change today
You didn't mean to say ""I love you""
I love you and I don't want to, ooh

[Bridge]
The smile that you gave me
Even when you felt like dying

[Outro]
We fall apart as it gets dark
I'm in your arms in Central Park
There's nothing you could do or say
I can't escape the way I love you
I don't want to, but I love you, ooh
Ooh, ooh
Ooh, ooh",https://genius.com/Billie-eilish-i-love-you-lyrics,-12.23725948,-6.371336413,1933.823218,-0.699043773,-105.2003491,47.72644032,0.234113446,0.124041459,0.085963227,1.938081152,0.035939343,1,56205121
511,6ChpgWt7s2ksM1Y3l0D9sk,0.835,0.466,6,-8.949,0,0.391,0.195,0,0.372,0.562,124.885,audio_features,spotify:track:6ChpgWt7s2ksM1Y3l0D9sk,https://api.spotify.com/v1/tracks/6ChpgWt7s2ksM1Y3l0D9sk,https://api.spotify.com/v1/audio-analysis/6ChpgWt7s2ksM1Y3l0D9sk,217467,4,52,DaBaby,SAD SH*T,"[Intro]
Let me do some sad shit for the real niggas

[Verse 1]
Yeah, I know my old bitch miss me
Probably scrollin' down my timeline now (I know)
Her friends tryna find out how (I, I)
How she let a perfect nigga like me go (I know)
And everywhere she go, my song on the radio, huh?
She probably turned it down, don't wanna play me though, huh? (I know)
But I ain't really trippin', how you did me, it was fucked up (Yeah)
But when you get your mind right (Yeah), I'm waitin' on ya (Yeah)

[Chorus]
'Cause, baby, I know my old bitch miss me
(I miss you too, I can't even cap, like for real)
Now I'm gone, and my heart's empty (Wait a minute, who are you?)
I'm fucked up 'bout you (Ayo, K.i.D)
(Let me switch it up real quick, let me switch it)
Tell me what I did to you, thought I could be real with you (I know)
Let's go get a crib, I can live with you, have some kids with you (Yeah, yeah)

[Verse 2]
Fuck that, I'm back on my pimpin' (Pimp)
Back fuckin' four or five women
If I really did you wrong
Then tell me why the fuck I'm in my feelings
Singin' in my motherfuckin' song (Ooh-ooh)
Starin' at my motherfuckin' phone (Brrt)
Can't wait for you to pop up
Tried to get you pregnant, get you knocked up (Ooh-ooh)
You know I got the whole world against me
I thought that you was with me
Everybody out here wanna see me locked up (Ooh-ooh)
You know I love the way you do it to me, baby
Know you thinkin' 'bout when you was with DaBaby (Ooh-ooh)
Probably end up with a sucka nigga who ain't really real
A nigga who won't care about his kids
A bitch nigga, probably don't respect his mother
You know I ever catch you with a nigga, gettin' beat up
You know when you was cold, I came through and helped you heat up
What you doin' with that nigga?
Girl, you know you don't belong with him
Supposed to be with me out on the ocean with ya feet up, rollin' weed up
Keep it real with him, you ain't gotta lie

[Chorus]
I know (I know) my old bitch miss me
(I miss you too, I can't even cap, really)
I know, now I'm gone (I'm gone) and my heart's empty
(I'm fucked up 'bout you, no cap)
I know (I know) my old bitch miss me
(I miss you too, I can't even cap, like for real)
Now I'm gone (I'm gone), and my heart's empty
(I'm fucked up 'bout you, yeah, yeah, yeah)

[Verse 3]
Fuck that, I'm goin' back in, nigga
Hit it from the back end, nigga
Why you talkin' so aggressive? (Ooh-ooh)
You ever got your heart broke, nigga?
By a Spanish bitch, Narcos, nigga? (Ooh-ooh)
Got me lookin' for a Polo
Can you hear her sayin' ""Marco"", nigga?
I can't hear her sayin' ""Marco"" either (Ooh-ooh)
That mean she ain't there
That mean the lil' bitch don't care
I'm like Q when he lost Moesha
Got me feelin' like Monique when she lost the Professor
Got me feelin' like the Prince if he lost Cinderella
Fuck a glass slipper
That's her new nigga right there
Who, him? He a sucka ass nigga
Oh, so now you don't know me, wanna act like my sister
You ever seen a nigga get slapped with a pistol?
And I ain't ever goin' out sad 'bout a ho (Ooh-ooh)
But this one ain't no ho, it's my ho, nigga
So tell 'em how you feel, baby

[Chorus]
'Cause I know (I know) my old bitch miss me (Ooh-ooh)
'Cause I'm gone (I'm gone) and my heart's empty
(Yeah, yeah)
I know (I know) my old bitch miss me (Yeah, I know)
Now I'm gone (I'm gone) and my heart's empty
(Yeah, turn up)

[Outro]
And that's just how a real nigga feel, man
This how a real nigga feel so a real nigga gotta keep it real
You know what I mean?
You know, that's why it sound like that, that's why it feel like that 'cause it's that real
Baby
I told K.i.D, ""Give me some sad shit for the real niggas""
He gave me some sad shit for the real niggas, here you go
Here you go",https://genius.com/Dababy-sad-shit-lyrics,-2.770939995,-2.120844116,2644.899779,-0.14192481,-93.15550314,76.17039979,0.31054387,0.211017112,0.08916719,NA,0.069829524,1,8986375
512,6cWpj6c5pNZYEk5KYjNBji,0.49,0.79,5,-4.833,0,0.0699,0.0156,0.00118,0.219,0.285,149.903,audio_features,spotify:track:6cWpj6c5pNZYEk5KYjNBji,https://api.spotify.com/v1/tracks/6cWpj6c5pNZYEk5KYjNBji,https://api.spotify.com/v1/audio-analysis/6cWpj6c5pNZYEk5KYjNBji,197267,4,60,The Neighbourhood,Let It Go,"[Intro]
One two
From a...

[Verse 1]
I'm from a little city with expensive taste
Where the cars don't run till the engine breaks
Wasn't spending pennies on massive things
But invested in mess with this recipe
Couldn't quite see what the future held
And as days went by, it would tell itself
Let it struggle just a little bit more
Let it struggle just a little bit more

[Chorus]
Remember what the people said
Remember what the people said
When it's said and done
Let it go
Remember what the people said
Remember what the people said
When it's said and done
Let it go

[Verse 2]
Shouldn't try to fix it if it keeps getting better
Just let it go, forget it for ever and ever and ever
Don't ever resent a letter inside a single word written
A little change can pave lanes with the right vision
Couldn't tell what would happen next
But as weeks went by, look what turned to best
Let it struggle just a little bit more
Let it struggle just a little bit more

[Chorus]
Remember what the people said
Remember what the people said
When it's said and done
Let it go
Remember what the people said
Remember what the people said
When it's said and done
Let it go

[Bridge]
If what they said was all pretend, then it'd be different
If it depended on if anyone was listening
And I was listening
And when they said that what I wanted was a figment
I had to turn the other cheek, but I was listening
Yeah I was listening, listening to all

[Chorus]
Remember what the people said
Remember what the people said
When it's said and done
Let it go
Remember what the people said
Remember what the people said
When it's said and done
Let it go

[Outro]
Remember what the people said
Remember what the people said
I wasn't listening
I wasn't listening, listening at all
Remember what the people said
Remember what the people said
Oh, I wasn't listening
I wasn't listening, listening at all
At all, at all",https://genius.com/The-neighbourhood-let-it-go-lyrics,4.291836089,0.412200135,980.9207118,0.480565056,-41.73673207,63.33709855,0.385347596,0.307797701,0.080831569,NA,0.106222378,1,7934992
