Column1,account_id,bank_district_id,acc_opening_date,LOR in months,client_id,nbr_users,client_district_id,birth_year,birth_day,birth_month,gender,Age_group,loan_amount,loan_duration,loan_monthly_pmts,loan_year,loan_month,loan_day,loan_granted_in_97,loan_category,loan_default,loan_status,Contract_not_finished,Contract_finished,loan_months_remaining,loan_amount_remaining,loan_recency,card_type,issued_date_card,issued_yr_card,card_issued_in_97,district_id,district_name,region,nbr_inhabitants,ratio_urban_inh,average_salary,unemployment_rate_96,nbr_entp_1000_inh,unemployment_rate_missing,nbr_crimes_missing,crime_rate_96,SEC,High-Class,Low-Class,Middle-Class,last_trans_date,recency,freq_total_LTM,freq_credit_LTM,freq_withdrawal_LTM,end_balance,total_credit_LTM,total_withdrawal_LTM,avg_credit_LTM,avg_withdrawal_LTM,freq_total_LSM,freq_credit_LSM,freq_withdrawal_LSM,total_credit_LSM,total_withdrawl_LSM,avg_credit_LSM,avg_withdrawal_LSM,freq_total_LM,freq_credit_LM,freq_withdrawal_LM,total_credit_LM,total_Withdrawal_LM,avg_credit_LM,avg_withdrawal_LM,Total_order_amount,No_of_orders,order_bank_Is_AB,order_bank_Is_CD,order_bank_Is_EF,order_bank_Is_GH,order_bank_Is_IJ,order_bank_Is_KL,order_bank_Is_MN,order_bank_Is_OP,order_bank_Is_QR,order_bank_Is_ST,order_bank_Is_UV,order_bank_Is_WX,order_bank_Is_YZ,order_k_Is_leasing,order_k_Is_insurrance,order_k_Is_household,order_k_Is_loan,order_k_Is_NO CHAR,total_savings
532,148,8,21-06-1993,42,178,1,8,1960,22,12,M,30,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,8,Mlada Boleslav,central Bohemia,112065,69.4,11277,1.44,127,0,0,44.50095926,High-Class,1,0,0,31-12-1996,0 days,87,24,63,17240.9,42333.1,46969.2,1763.879167,745.5428571,39,12,27,21171.7,18879.6,1764.308333,699.2444444,6,2,4,3535.4,2326.6,1767.7,581.65,2312,3,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,-4636.1
533,899,72,21-06-1993,42,1082,1,9,1967,23,2,M,20,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,72,Olomouc,north Moravia,226122,62.6,8994,4.79,110,0,0,40.72138049,Middle-Class,0,0,1,31-12-1996,0 days,58,24,34,29182.3,213254.1,215559.2,8885.5875,6339.976471,30,12,18,106763.8,122571.6,8896.983333,6809.533333,6,2,4,24574.2,30214.6,12287.1,7553.65,1626.6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,-2305.1
534,3521,75,22-06-1993,42,4251,2,44,1960,26,4,M,30,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,classic,25-12-1994,1994,0,75,Prerov,north Moravia,138032,64.6,8819,5.66,99,0,0,32.63735945,Middle-Class,0,0,1,31-12-1996,0 days,87,39,48,85866.4,794294.8,764888.2,20366.53333,15935.17083,40,18,22,339734.3,287833.6,18874.12778,13083.34545,6,3,3,61513.2,21014.6,20504.4,7004.866667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29406.6
535,3786,21,22-06-1993,42,4565,1,14,1948,3,3,M,40,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,21,Tabor,south Bohemia,103347,67,9104,2.07,123,0,0,22.77763264,Middle-Class,0,0,1,31-12-1996,0 days,69,23,46,49092.7,285392.9,291669.2,12408.38696,6340.634783,29,11,18,112083,91426.6,10189.36364,5079.255556,6,2,4,46182.8,19218.6,23091.4,4804.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6276.3
536,886,1,23-06-1993,42,1067,1,1,1952,14,5,M,40,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,gold,31-08-1997,1997,1,1,Hl.m. Praha,Prague,1204953,100,12541,0.43,167,0,0,82.24968111,High-Class,1,0,0,31-12-1996,0 days,73,25,48,75305.5,244132.3,218583.2,9765.292,4553.816667,34,12,22,121590.5,94191.6,10132.54167,4281.436364,6,2,4,28007.2,18648.6,14003.6,4662.15,9034,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,25549.1
537,5228,77,23-06-1993,42,6317,2,77,1957,27,1,F,30,173808,24,7242,1994,7,11,0,100-200K,0,loan fully paid,0,1,0,0,,NA,,0,0,77,Vsetin,north Moravia,148545,53.5,8909,5.56,113,0,0,24.16776061,Middle-Class,0,0,1,31-12-1996,0 days,81,24,57,92064.9,647967.2,613887,26998.63333,10769.94737,39,12,27,324124.5,253059,27010.375,9372.555556,7,2,5,74883.4,25981,37441.7,5196.2,7242,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,34080.2
538,702,12,23-06-1993,42,842,1,12,1933,3,7,F,60,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,12,Pribram,central Bohemia,107870,58,8754,4.31,137,0,0,35.85797719,Middle-Class,0,0,1,31-12-1996,0 days,57,24,33,14742.2,51287.6,47451.2,2136.983333,1437.915152,29,12,17,25678.7,23635.6,2139.891667,1390.329412,6,2,4,4284.8,4677.6,2142.4,1169.4,2813,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3836.4
539,300,1,23-06-1993,42,365,2,1,1930,9,1,M,60,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,classic,27-10-1997,1997,1,1,Hl.m. Praha,Prague,1204953,100,12541,0.43,167,0,0,82.24968111,High-Class,1,0,0,31-12-1996,0 days,69,24,45,41103.7,84173.7,68661.2,3507.2375,1525.804444,31,12,19,42229.6,24025.6,3519.133333,1264.505263,6,2,4,7063.2,6592.6,3531.6,1648.15,1628,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,15512.5
540,1451,64,24-06-1993,42,1760,1,77,1923,7,3,M,70,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,64,Zlin,south Moravia,197099,74.7,9624,2.31,145,0,0,21.63887184,Middle-Class,0,0,1,31-12-1996,0 days,69,24,45,22088.9,79209.5,92163.2,3300.395833,2048.071111,32,12,20,39565.6,40351.6,3297.133333,2017.58,6,2,4,6578.5,8448.6,3289.25,2112.15,3734,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-12953.7
541,2940,54,24-06-1993,42,3550,1,54,1969,14,9,F,20,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,54,Brno - mesto,south Moravia,387570,100,9897,1.96,140,0,0,48.23902779,High-Class,1,0,0,31-12-1996,0 days,88,35,53,81519.2,648951.3,613454.2,18541.46571,11574.60755,49,22,27,457815.1,434130.6,20809.77727,16078.91111,15,7,8,170831.2,175570.6,24404.45714,21946.325,7156,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,35497.1
542,1837,23,24-06-1993,42,2228,1,43,1940,20,3,F,50,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,23,Cheb,west Bohemia,87419,85.5,8624,2.66,102,0,0,36.58243631,High-Class,1,0,0,31-12-1996,0 days,74,24,50,82225.3,294973.2,284399.2,12290.55,5687.984,34,12,22,147510.6,120969.6,12292.55,5498.618182,6,2,4,33962.3,23041.6,16981.15,5760.4,6387,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10574
543,3954,22,25-06-1993,42,4769,2,22,1923,23,1,F,70,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,22,Domazlice,west Bohemia,58400,52.4,8620,1.25,100,0,0,19.12671233,Middle-Class,0,0,1,31-12-1996,0 days,66,24,42,37998.6,74835.9,70673.2,3118.1625,1682.695238,30,12,18,37457.1,24291.6,3121.425,1349.533333,6,2,4,6262.8,4128.6,3131.4,1032.15,2014,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4162.7
544,885,1,25-06-1993,42,1066,1,1,1940,18,10,M,50,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,classic,19-08-1994,1994,0,1,Hl.m. Praha,Prague,1204953,100,12541,0.43,167,0,0,82.24968111,High-Class,1,0,0,31-12-1996,0 days,86,24,62,77966.3,276056.7,247379.2,11502.3625,3989.987097,41,12,29,138084.6,110239.6,11507.05,3801.365517,7,2,5,31868.2,14106.6,15934.1,2821.32,3292,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,28677.5
545,2697,8,26-06-1993,42,3255,1,8,1970,4,1,F,20,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,8,Mlada Boleslav,central Bohemia,112065,69.4,11277,1.44,127,0,0,44.50095926,High-Class,1,0,0,31-12-1996,0 days,95,31,64,39553.2,114324.5,102123.2,3687.887097,1595.675,43,15,28,51374.4,37881.6,3424.96,1352.914286,8,2,6,9508,11863.6,4754,1977.266667,4149,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,12201.3
546,8129,45,26-06-1993,42,10043,1,45,1965,29,10,M,30,74736,36,2076,1994,7,30,0,50-100K,0,loan fully paid,0,1,0,0,,NA,,0,0,45,Jicin,east Bohemia,77917,53.5,8390,2.89,132,0,0,27.23410809,Middle-Class,0,0,1,31-12-1996,0 days,81,24,57,59379.4,270562.1,254915.2,11273.42083,4472.196491,39,12,27,135307.6,137507.6,11275.63333,5092.874074,8,2,6,31147.4,27214.6,15573.7,4535.766667,8260,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,15646.9
547,1930,3,27-06-1993,42,2344,1,3,1924,27,4,F,70,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,3,Beroun,central Bohemia,75232,41.7,8980,2.21,111,0,0,37.39100383,Low-Class,0,1,0,31-12-1996,0 days,70,24,46,24338.8,79344.4,79821.2,3306.016667,1735.243478,31,12,19,39657.6,34305.6,3304.8,1805.557895,5,2,3,6616,4237.6,3308,1412.533333,3223,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-476.8
548,2411,69,27-06-1993,42,2913,1,44,1962,27,12,M,30,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,69,Jesenik,north Moravia,42821,48.4,8173,7.01,124,0,0,31.71341164,Low-Class,0,1,0,31-12-1996,0 days,61,24,37,49556.7,290917.2,296135.2,12121.55,8003.654054,28,12,16,145569.8,146227.6,12130.81667,9139.225,7,2,5,33506,41214.6,16753,8242.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5218
549,3775,19,27-06-1993,42,4551,2,60,1924,29,4,M,70,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,19,Prachatice,south Bohemia,51428,52.7,8402,3.98,120,0,0,21.36968189,Middle-Class,0,0,1,31-12-1996,0 days,67,24,43,27811.9,74576.7,66331.2,3107.3625,1542.586047,30,12,18,37330.1,23965.6,3110.841667,1331.422222,5,2,3,6245.5,3312.6,3122.75,1104.2,2448,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,8245.5
550,9034,1,28-06-1993,42,11126,1,1,1965,22,1,F,30,38148,12,3179,1993,12,16,0,10-50K,0,loan fully paid,0,1,0,0,,NA,,0,0,1,Hl.m. Praha,Prague,1204953,100,12541,0.43,167,0,0,82.24968111,High-Class,1,0,0,31-12-1996,0 days,117,42,75,51681.6,323731,312056.2,7707.880952,4160.749333,59,21,38,158613,152851.6,7553,4022.410526,10,4,6,36843,19547.6,9210.75,3257.933333,17612,4,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,11674.8
551,902,74,29-06-1993,42,1086,2,74,1973,4,5,M,20,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,74,Ostrava - mesto,north Moravia,323870,100,10673,5.44,100,0,0,56.64927286,High-Class,1,0,0,31-12-1996,0 days,95,26,69,24462.9,104561.1,106515.2,4021.580769,1543.698551,45,13,32,51886.6,50417.6,3991.276923,1575.55,8,2,6,11696.3,8289.6,5848.15,1381.6,3855,3,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,-1954.1
552,630,71,29-06-1993,42,757,1,71,1970,20,12,F,20,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,71,Novy Jicin,north Moravia,161227,69.7,8678,5.57,102,0,0,28.50018917,Middle-Class,0,0,1,31-12-1996,0 days,56,24,32,17778.1,43307.5,38727.2,1804.479167,1210.225,26,12,14,21681.6,21923.6,1806.8,1565.971429,5,2,3,3614,2645.6,1807,881.8666667,2361,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4580.3
553,3096,68,29-06-1993,42,3745,1,2,1971,19,1,F,20,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,68,Frydek - Mistek,north Moravia,228848,57.2,9893,4.72,96,0,0,25.72449836,Middle-Class,0,0,1,31-12-1996,0 days,107,24,83,34555.6,270466,266931.2,11269.41667,3216.038554,52,12,40,135203,133215.6,11266.91667,3330.39,9,2,7,31160.4,21552.6,15580.2,3078.942857,8138,4,0,1,1,0,0,2,0,0,0,0,0,0,0,0,1,1,0,2,3534.8
554,2552,52,01-07-1993,42,3082,1,52,1979,17,10,F,10,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,junior,16-01-1995,1995,0,52,Usti nad Orlici,east Bohemia,139012,61.9,8363,3.49,108,0,0,20.13495238,Middle-Class,0,0,1,31-12-1996,0 days,74,24,50,33469,235618.2,247095.2,9817.425,4941.904,33,12,21,117755.7,121197.6,9812.975,5771.314286,6,2,4,27104.9,22249.6,13552.45,5562.4,7035,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-11477
555,3435,59,01-07-1993,42,4155,1,1,1923,13,5,M,70,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,59,Kromeriz,south Moravia,108871,62.1,8444,3.47,106,0,0,21.17184558,Middle-Class,0,0,1,31-12-1996,0 days,61,24,37,25721.4,56658.8,58545.2,2360.783333,1582.302703,26,12,14,28362.9,20237.6,2363.575,1445.542857,5,2,3,4741.2,3354.6,2370.6,1118.2,3090,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-1886.4
556,5215,55,01-07-1993,42,6301,1,55,1949,8,3,F,40,14628,12,1219,1994,8,4,0,10-50K,0,loan fully paid,0,1,0,0,,NA,,0,0,55,Brno - venkov,south Moravia,157042,33.9,8743,2.43,111,0,0,24.79591447,Low-Class,0,1,0,31-12-1996,0 days,122,27,95,62626.5,212530.3,184163.2,7871.492593,1938.56,56,12,44,101961.8,79681.6,8496.816667,1810.945455,10,2,8,23483.7,19133.6,11741.85,2391.7,7778,5,0,0,0,0,0,3,0,0,2,0,0,0,0,0,1,1,1,2,28367.1
557,36,1,01-07-1993,42,44,1,38,1977,11,1,F,10,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,1,Hl.m. Praha,Prague,1204953,100,12541,0.43,167,0,0,82.24968111,High-Class,1,0,0,31-12-1996,0 days,73,24,49,27092.3,260001,277783.2,10833.375,5669.044898,36,12,24,130005.4,141261.6,10833.78333,5885.9,9,2,7,29929.3,33503.6,14964.65,4786.228571,4069,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-17782.2
558,2687,76,01-07-1993,42,3243,1,71,1920,30,9,F,70,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,76,Sumperk,north Moravia,127369,51.2,8369,5.88,107,0,0,22.03832958,Middle-Class,0,0,1,31-12-1996,0 days,66,24,42,18193.4,76923,80245.2,3205.125,1910.6,28,12,16,38466.6,35687.6,3205.55,2230.475,6,2,4,6415.9,5264.6,3207.95,1316.15,3830,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-3322.2
559,1861,54,02-07-1993,41,2257,2,62,1979,31,8,F,10,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,54,Brno - mesto,south Moravia,387570,100,9897,1.96,140,0,0,48.23902779,High-Class,1,0,0,31-12-1996,0 days,80,25,55,49844,202790.7,210891.2,8111.628,3834.385455,40,13,27,101854.6,76785.6,7834.969231,2843.911111,8,2,6,23197.4,24407.6,11598.7,4067.933333,3093,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,-8100.5
560,2464,33,02-07-1993,41,2975,1,33,1943,18,3,F,50,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,33,Decin,north Bohemia,133777,84.7,8705,7.61,116,0,0,36.32163974,High-Class,1,0,0,31-12-1996,0 days,69,25,44,7723.8,251548.1,259896,10061.924,5906.727273,33,10,23,51701.7,133180,5170.17,5790.434783,4,1,3,46.4,10336,46.4,3445.333333,12828,3,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,-8347.9
561,2736,72,02-07-1993,41,3302,2,52,1964,17,2,F,30,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,72,Olomouc,north Moravia,226122,62.6,8994,4.79,110,0,0,40.72138049,Middle-Class,0,0,1,31-12-1996,0 days,60,24,36,13910.1,123078.7,123943.2,5128.279167,3442.866667,29,12,17,61549.3,61511.6,5129.108333,3618.329412,6,2,4,14171.3,14518.6,7085.65,3629.65,4604,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-864.5
562,1145,31,03-07-1993,41,1376,2,18,1958,3,9,M,30,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,31,Tachov,west Bohemia,51313,59.2,8930,4.2,108,0,0,28.29692281,Middle-Class,0,0,1,31-12-1996,0 days,77,24,53,17848.3,35931.9,37719.2,1497.1625,711.6830189,36,12,24,17993.6,17459.6,1499.466667,727.4833333,9,2,7,2996.1,4721.6,1498.05,674.5142857,1947,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,-1787.3
563,2298,31,03-07-1993,41,2782,1,31,1940,13,9,M,50,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,31,Tachov,west Bohemia,51313,59.2,8930,4.2,108,0,0,28.29692281,Middle-Class,0,0,1,31-12-1996,0 days,67,24,43,47046,285697.7,292675.2,11904.07083,6806.4,33,12,21,142797.4,135987.6,11899.78333,6475.6,6,2,4,32875.9,31764.6,16437.95,7941.15,4550,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-6977.5
564,929,54,03-07-1993,41,1119,1,54,1980,5,1,F,10,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,54,Brno - mesto,south Moravia,387570,100,9897,1.96,140,0,0,48.23902779,High-Class,1,0,0,31-12-1996,0 days,72,26,46,27172.5,124405.9,130083.2,4784.842308,2827.895652,33,12,21,58148.6,67791.6,4845.716667,3228.171429,6,2,4,13354.9,11698.6,6677.45,2924.65,5884,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-5677.3
565,381,68,04-07-1993,41,461,1,68,1970,13,8,F,20,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,68,Frydek - Mistek,north Moravia,228848,57.2,9893,4.72,96,0,0,25.72449836,Middle-Class,0,0,1,31-12-1996,0 days,59,24,35,32385.7,108093.1,110355.2,4503.879167,3153.005714,27,12,15,54103.7,44467.6,4508.641667,2964.506667,5,2,3,12445.8,10894.6,6222.9,3631.533333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2262.1
566,3778,52,04-07-1993,41,4555,1,52,1960,7,8,M,30,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,classic,12-07-1995,1995,0,52,Usti nad Orlici,east Bohemia,139012,61.9,8363,3.49,108,0,0,20.13495238,Middle-Class,0,0,1,31-12-1996,0 days,70,24,46,71483,299548.6,292315.2,12481.19167,6354.678261,31,12,19,149737.3,104797.6,12478.10833,5515.663158,7,2,5,34512.3,27549.6,17256.15,5509.92,4550,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,7233.4
567,1118,48,04-07-1993,41,1341,1,69,1962,17,6,F,30,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,48,Rychnov nad Kneznou,east Bohemia,78955,59,9060,2.44,124,0,0,21.7465645,Middle-Class,0,0,1,31-12-1996,0 days,65,24,41,19047.7,99058.7,95575.2,4127.445833,2331.102439,32,12,20,49539.2,56217.6,4128.266667,2810.88,5,2,3,11382.1,5039.6,5691.05,1679.866667,5025,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,3483.5
568,4352,2,05-07-1993,41,5243,1,2,1970,18,4,M,20,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,classic,30-10-1996,1996,0,2,Benesov,central Bohemia,88884,46.7,8507,1.85,132,0,0,30.08415463,Low-Class,0,1,0,31-12-1996,0 days,66,24,42,58025.8,318153,315795.2,13256.375,7518.933333,33,12,21,159065,144247.6,13255.41667,6868.933333,5,2,3,36649.6,29524.6,18324.8,9841.533333,4216,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,2357.8
569,1322,17,05-07-1993,41,1598,1,67,1925,25,4,M,70,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,17,Pelhrimov,south Bohemia,74062,61.4,8114,2.62,119,0,0,15.94609921,Middle-Class,0,0,1,31-12-1996,0 days,72,24,48,19462.5,54096.5,57487.2,2254.020833,1197.65,34,12,22,27037.9,23663.6,2253.158333,1075.618182,6,2,4,4515.4,3730.6,2257.7,932.65,2916,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,-3390.7
570,1852,35,05-07-1993,41,2247,1,35,1978,13,1,F,10,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,35,Jablonec n. Nisou,north Bohemia,88768,80.5,8867,1.21,130,0,0,40.78046143,High-Class,1,0,0,31-12-1996,0 days,56,24,32,14808.8,40246.5,38753.2,1676.9375,1211.0375,28,12,16,20134.7,20471.6,1677.891667,1279.475,5,2,3,3357.6,2513.6,1678.8,837.8666667,2199,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1493.3
571,8173,11,05-07-1993,41,10095,2,1,1976,6,2,F,20,80340,12,6695,1994,5,20,0,50-100K,0,loan fully paid,0,1,0,0,,NA,,0,0,11,Praha - zapad,central Bohemia,75637,36.5,9622,0.59,154,0,0,46.65705938,Middle-Class,0,0,1,31-12-1996,0 days,80,24,56,53620.1,533216.9,527687.2,22217.37083,9422.985714,37,12,25,266724.9,257744.6,22227.075,10309.784,6,2,4,61459.7,45414.6,30729.85,11353.65,6695,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5529.7
572,2705,63,05-07-1993,41,3264,1,63,1950,20,10,F,40,93888,36,2608,1993,12,8,0,50-100K,0,loan fully paid,0,1,0,0,,NA,,0,0,63,Vyskov,south Moravia,86513,50.5,8288,4.52,110,0,0,16.87607643,Middle-Class,0,0,1,31-12-1996,0 days,82,33,49,39897.2,260176,260774.2,7884.121212,5321.922449,40,17,23,132841,130571,7814.176471,5677,7,2,5,23651.3,24323,11825.65,4864.6,13331.2,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,-598.2
573,9472,1,06-07-1993,41,11662,1,76,1972,3,4,M,20,36396,12,3033,1995,5,8,0,10-50K,0,loan fully paid,0,1,0,0,,NA,,0,0,1,Hl.m. Praha,Prague,1204953,100,12541,0.43,167,0,0,82.24968111,High-Class,1,0,0,31-12-1996,0 days,80,27,53,94754.1,373130.9,304405,13819.66296,5743.490566,39,13,26,170812.7,120879,13139.43846,4649.192308,7,2,5,50224.5,31349,25112.25,6269.8,8152,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,68725.9
574,368,77,06-07-1993,41,448,1,77,1970,15,8,F,20,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,77,Vsetin,north Moravia,148545,53.5,8909,5.56,113,0,0,24.16776061,Middle-Class,0,0,1,31-12-1996,0 days,102,27,75,14061.5,113446.2,119183.2,4201.711111,1589.109333,46,12,34,55054.1,56741.6,4587.841667,1668.870588,8,2,6,12686,16723.6,6343,2787.266667,6680,5,0,0,1,0,0,0,0,0,0,1,2,0,1,1,1,1,0,2,-5737
575,1425,76,06-07-1993,41,1729,1,76,1947,16,5,M,40,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,76,Sumperk,north Moravia,127369,51.2,8369,5.88,107,0,0,22.03832958,Middle-Class,0,0,1,31-12-1996,0 days,73,34,39,51015.7,119034,103203.2,3501,2646.235897,33,17,16,50016.3,35101.6,2942.135294,2193.85,6,2,4,9372.8,10683.6,4686.4,2670.9,4069,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,15830.8
576,8027,44,07-07-1993,41,9915,1,27,1967,10,7,M,20,77640,12,6470,1994,6,5,0,50-100K,0,loan fully paid,0,1,0,0,,NA,,0,0,44,Chrudim,east Bohemia,105606,53,8254,3.76,97,0,0,22.01579456,Middle-Class,0,0,1,31-12-1996,0 days,78,25,53,49707.9,511879.9,513107,20475.196,9681.264151,36,12,24,253962.2,254880,21163.51667,10620,8,2,6,58522.4,66830,29261.2,11138.33333,6469.7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1227.1
577,3261,1,07-07-1993,41,3946,1,1,1975,11,5,M,20,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,1,Hl.m. Praha,Prague,1204953,100,12541,0.43,167,0,0,82.24968111,High-Class,1,0,0,31-12-1996,0 days,85,31,54,44127.7,137700.2,119223.2,4441.941935,2207.837037,39,14,25,62762.8,52491.6,4483.057143,2099.664,7,2,5,13340.2,14138.6,6670.1,2827.72,5844,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,18477
578,35,75,07-07-1993,41,43,1,75,1920,28,10,M,70,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,75,Prerov,north Moravia,138032,64.6,8819,5.66,99,0,0,32.63735945,Middle-Class,0,0,1,31-12-1996,0 days,76,24,52,15809.1,66112.3,68643.2,2754.679167,1320.061538,37,12,25,33070.6,30451.6,2755.883333,1218.064,6,2,4,5512.9,5518.6,2756.45,1379.65,2384,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,-2530.9
579,2186,63,07-07-1993,41,2646,1,63,1937,7,6,F,50,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,63,Vyskov,south Moravia,86513,50.5,8288,4.52,110,0,0,16.87607643,Middle-Class,0,0,1,31-12-1996,0 days,64,24,40,28456.1,67059.2,65951.2,2794.133333,1648.78,28,12,16,33554.2,22885.6,2796.183333,1430.35,5,2,3,5606.9,3497.6,2803.45,1165.866667,2283,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1108
580,1566,73,07-07-1993,41,1898,1,73,1961,1,8,M,30,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,73,Opava,north Moravia,182027,56.4,8746,3.74,90,0,0,24.35352997,Middle-Class,0,0,1,31-12-1996,0 days,107,25,82,33574.9,194699.7,188603.2,7787.988,2300.039024,51,12,39,96110.6,89481.6,8009.216667,2294.4,9,2,7,22145.1,15983.6,11072.55,2283.371429,8109,4,0,0,0,0,0,0,0,1,0,0,0,2,1,0,1,1,0,2,6096.5
