airport_name,alt,lon,lat,Delay
Gillespie,388,-116.9724444,32.8262222,2257174
Gillette-Campbell County Airport,4365,-105.5393611,44.3489167,2257174
Gilmer County Airport,1486,-84.5265833,34.6282222,2257174
Glacier Park Intl,2977,-114.256,48.310472,2257174
Gladwin Zettel Memorial Airport,774,-84.47502,43.9705893,2257174
Glendale Municipal Airport,1071,-112.2951389,33.5269167,2257174
Godman Aaf,756,-85.972106,37.907058,2257174
Gogebic Iron County Airport,1230,-90.1313967,46.5274747,2257174
Golden Triangle Regional Airport,264,-88.591361,33.450333,2257174
Golovin Airport,59,-163.007222,64.550556,2257174
Goodnews Airport,15,-161.5775,59.1175,2257174
Grand Canyon Heliport,2500,-112.13333333,35.96666666,2257174
Grand Canyon National Park Airport,6609,-112.1469722,35.9523611,2257174
Grand Canyon West Airport,4813,-113.815674,35.899904,2257174
Grand Canyon West Airport,4825,-113.4859,35.5925,2257174
Grand Forks Afb,913,-97.401194,47.961098,2257174
Grand Forks Intl,845,-97.176111,47.949256,2257174
Grand Geneva Resort Airport,835,-88.3895833,42.6149167,2257174
Grand Junction Regional,4858,-108.526735,39.122413,2257174
Grand Marais Cook County Airport,1799,-90.3829444,47.8383333,2257174
Grand Rapids Itasca County,413,-93.509722,47.211111,2257174
Grand Strand Airport,31,-78.7239444,33.81175,2257174
Grant Co Intl,1185,-119.32019,47.207708,2257174
Grant County Airport,5446,-108.156,32.6365,2257174
Grants Milan Muni,6537,-107.901989,35.167286,2257174
Gray Aaf,302,-122.580783,47.079217,2257174
Grayling Airport,99,-160.065,62.894444,2257174
Great Bend Municipal,1887,-98.859167,38.344167,2257174
Great Falls Intl,3677,-111.370689,47.482,2257174
Greater Binghamton Edwin A Link Fld,1636,-75.979839,42.208689,2257174
Greater Cumberland Rgnl.,775,-78.760556,39.615278,2257174
Greater Kankakee,630,-87.846278,41.071389,2257174
Greater Rochester Intl,559,-77.672389,43.118866,2257174
Greenbrier Valley Airport,2302,-80.399444,37.858333,2257174
Greenville-Spartanburg International,964,-82.218889,34.895556,2257174
Greenwood Leflore,162,-90.084706,33.494328,2257174
Grider Fld,206,-91.935597,34.173142,2257174
Griffin-Spalding County Airport,958,-84.2749444,33.2269722,2257174
Griffing Sandusky,580,-82.652333,41.433361,2257174
Griffiss Afld,504,-75.407033,43.2338,2257174
Grissom Arb,812,-86.152119,40.648094,2257174
Groton New London,9,-72.045139,41.330056,2257174
Grove City Airport,1371,-80.16775,41.1460278,2257174
Gulfport-Biloxi,28,-89.070111,30.407278,2257174
Gulkana,1580,-145.456639,62.154888,2257174
Gunnison - Crested Butte,7678,-106.933056,38.533889,2257174
Gustavus Airport,34,-135.707,58.4253,2257174
Gwinnett County Airport-Briscoe Field,1061,-83.9623772,33.9780761,2257174
Hagerstown Regional Richard A Henson Field,704,-77.7295,39.7079,2257174
Haines Airport,15,-135.524,59.2438,2257174
Halliburton Field Airport,1114,-97.9598611,34.4713056,2257174
Hamburg Inc Airport,751,-78.9147569,42.7008925,2257174
Hana,78,-156.014439,20.795636,2257174
Hancock County - Bar Harbor,83,-68.3615653,44.4497689,2257174
Hardwick Field Airport,874,-84.832369,35.2199994,2257174
Harford County Airport,409,-76.2024028,39.5668378,2257174
Harris County Airport,902,-84.8824444,32.8406944,2257174
Harrisburg Intl,310,-76.763403,40.193494,2257174
Harrison Marion Regional Airport,1217,-80.2281,39.2966,2257174
Harry Clever Field Airport,894,-81.4199444,40.4701667,2257174
Hartford Brainard,18,-72.649444,41.736722,2257174
Hartford Union Station,0,-72.6815,41.76888,2257174
Hartness State,577,-72.517222,43.343333,2257174
Hartsfield Jackson Atlanta Intl,1026,-84.428067,33.636719,2257174
Hattiesburg Bobby L. Chain Municipal Airport,151,-89.2528889,31.2649444,2257174
Hattiesburg Laurel Regional Airport,298,-89.3371,31.4671,2257174
Havre City Co,2590,-109.762342,48.542983,2257174
Hays Regional Airport,1998,-99.2732,38.8422,2257174
Hayward Executive Airport,52,-122.121666666667,37.6588888888889,2257174
Hazleton Municipal,1603,-76.0025,40.989167,2257174
Healy River Airport,1263,-148.968889,63.8675,2257174
Heber City Municipal Airport,5637,-111.4288056,40.4818056,2257174
Hector International Airport,902,-96.8157639,46.92065,2257174
Helena Rgnl,3877,-111.98275,46.606806,2257174
Henderson Executive Airport,1881,-115.134444,35.972778,2257174
Henry Post Aaf,1189,-98.402167,34.649833,2257174
Henry Tift Myers Airport,355,-83.488545,31.4289814,2257174
Hickory Rgnl,1189,-81.38955,35.741147,2257174
Hill Afb,4789,-111.973039,41.123939,2257174
Hillsboro Muni,685,-97.097228,32.083486,2257174
Hilo Intl,38,-155.048469,19.721375,2257174
Hilton Head,10,-80.752,32.216,2257174
Hilton Head Airport,19,-80.6974722,32.2243611,2257174
Hite Airport,3840,-110.3840289,37.8916547,2257174
Hobart Muni,1564,-99.051353,34.991308,2257174
Hollis Seaplane Base,0,-132.646111,55.481667,2257174
Holloman Afb,4093,-106.106525,32.852519,2257174
Holy Cross Airport,70,-159.775,62.1883,2257174
Homer,84,-151.476583,59.645556,2257174
Homestead Arb,6,-80.383567,25.48855,2257174
Hondo Municipal Airport,930,-99.1775,29.3591,2257174
Honolulu Intl,13,-157.922428,21.318681,2257174
Hood Aaf,924,-97.714469,31.138731,2257174
Hoonah Airport,19,-135.409722,58.096111,2257174
Hooper Bay Airport,7,-166.147,61.5239,2257174
Houghton County Memorial Airport,1095,-88.4891,47.1684,2257174
Houlton Intl,489,-67.792056,46.123083,2257174
Hughes Airport,299,-154.264722,66.039167,2257174
Hunter Aaf,42,-81.145683,32.01,2257174
Huntsville International Airport-Carl T Jones Field,629,-86.7750556,34.6371944,2257174
Hurlburt Fld,38,-86.689278,30.427803,2257174
Huron Rgnl,1289,-98.228542,44.3852,2257174
Huslia Airport,213,-156.351389,65.697778,2257174
Hutchinson Municipal Airport,1543,-97.8606,38.0655,2257174
Hydaburg Seaplane Base,0,-132.828333,55.206389,2257174
Hyder Seaplane Base,0,-130.006667,55.903333,2257174
Icy Bay Airport,50,-141.661667,59.968889,2257174
Idaho Falls Rgnl,4744,-112.07075,43.514556,2257174
Idlewild Intl,13,-73.778924,40.639751,2257174
Igiugig Airport,90,-155.902,59.324,2257174
Igor I Sikorsky Mem,9,-73.126167,41.163472,2257174
Iliamna,186,-154.910961,59.754356,2257174
Illinois Valley Regional,654,-89.153056,41.351944,2257174
Immokalee,37,-81.401389,26.433889,2257174
Imperial Co,-54,-115.578744,32.834219,2257174
Indian Mountain Lrrs,1220,-153.704289,65.992794,2257174
Indianapolis Intl,797,-86.294383,39.717331,2257174
Indianapolis Metropolitan Airport,811,-86.045,39.935278,2257174
International Airport,89,-82.224167,29.1725,2257174
Inyokern Airport,2455,-117.829444,35.658889,2257174
Iosco County,606,-83.422,44.311,2257174
Iowa City Municipal Airport,668,-91.546503,41.639244,2257174
Isbell Field Airport,877,-85.7213889,34.4736944,2257174
Ithaca Tompkins Rgnl,1099,-76.458444,42.491028,2257174
Jack Edwards Airport,17,-87.6717778,30.2896389,2257174
Jack Northrop Fld Hawthorne Muni,66,-118.335186,33.922839,2257174
Jackson County Airport,951,-83.5615972,34.1758638,2257174
Jackson Evers Intl,346,-90.075889,32.311167,2257174
Jackson Hole Airport,6451,-110.73775,43.607333333,2257174
Jacksonville Intl,30,-81.687861,30.494056,2257174
Jacksonville Nas,22,-81.680556,30.235834,2257174
Jacqueline Cochran Regional Airport,0,-116.1596667,33.626666,2257174
James M Cox Dayton Intl,1009,-84.219375,39.902375,2257174
Jamestown Regional Airport,1498,-98.6782,46.9297,2257174
Jefferson City Memorial Airport,549,-92.1561,38.5912,2257174
Jefferson County Airpark,1196,-80.7008742,40.3602179,2257174
Jefferson County Intl,108,-122.8106436,48.0538086,4514348
Jekyll Island Airport,11,-81.4277778,31.0744722,2257174
Jesup-Wayne County Airport,107,-81.8825,31.553889,2257174
Jimmy Carter Regional,468,-84.1133,32.0665,2257174
John F Kennedy Intl,13,-73.778925,40.639751,2257174
John H. Batten Airport,674,-87.8152,42.7605,2257174
John Murtha Johnstown-Cambria County Airport,2284,-78.833889,40.316111,2257174
John Wayne Arpt Orange Co,56,-117.868222,33.675667,2257174
Johnson County Airport,1096,-94.4415,38.5051,2257174
Jonesboro Muni,262,-90.646417,35.831708,2257174
Joplin Rgnl,981,-94.498269,37.151814,2257174
Juneau Intl,21,-134.576278,58.354972,2257174
KBWD,1387,-98.9565,31.7936111,2257174
Kahului,54,-156.430458,20.89865,2257174
Kake Airport,172,-133.910278,56.961389,2257174
Kake Seaplane Base,0,-133.945556,56.973056,2257174
Kalamazoo,874,-85.552058,42.234875,2257174
Kalaupapa Airport,24,-156.974,21.211,2257174
Kalskag Airport,55,-160.341,61.5363,2257174
Kaltag Airport,187,-158.741,64.3191,2257174
Kaneohe Bay Mcaf,24,-157.768,21.450453,2257174
Kansas City Intl,1026,-94.713905,39.297606,2257174
Kapalua,256,-156.673031,20.962936,2257174
Karuluk Airport,137,-154.450278,57.566944,2257174
Kasigluk Airport,40,-162.524444,60.873333,2257174
Kearney Municipal Airport,2131,-99.0068,40.727,2257174
Keesler Afb,33,-88.924433,30.410425,2257174
Kelso Longview,20,-122.898389,46.118,2257174
Kenai Muni,99,-151.245,60.573111,2257174
Kendall Tamiami Executive,8,-80.432777,25.647889,2257174
Kenmore Air Harbor Inc Seaplane Base,14,-122.259,47.7548,2257174
Kenmore Air Harbor Seaplane Base,14,-122.339,47.629,2257174
Kenosha Regional Airport,742,-87.9278056,42.5956944,2257174
Kent State Airport,1134,-81.4151111,41.1513889,2257174
Keokuk Municipal Airport,671,-91.4285011,40.4599078,2257174
Kerrville Municipal Airport,1617,-99.0854722,29.9766667,2257174
Ketchikan Intl,88,-131.71375,55.355556,2257174
Ketchikan harbor Seaplane Base,0,-131.663333,55.344444,2257174
Key Field,297,-88.751868,32.332624,2257174
Key Largo,8,-80.274775,25.325393,2257174
Key West Intl,3,-81.759556,24.556111,2257174
Key West Nas,6,-81.688889,24.575834,2257174
King Cove Airport,155,-162.266,55.1163,2257174
King Salmon,68,-156.649278,58.676778,2257174
Kingman Airport,3449,-113.938,35.2595,2257174
Kingsville Nas,50,-97.809723,27.507223,2257174
Kinston Regional Jetport,94,-77.608889,35.331389,2257174
Kipnuk Airport,11,-164.030556,59.933056,2257174
Kirksville Regional Airport,966,-92.5449,40.0935,2257174
Kirtland Air Force Base,5355,-106.609194,35.040222,2257174
Kissimmee Gateway Airport,82,-81.437083,28.289806,2257174
Kitoi Bay Seaplane Base,0,-152.370556,58.190833,2257174
Kivalina Airport,13,-164.563,67.7362,2257174
Klamath Falls Airport,4095,-121.733,42.1561,2257174
Klawock Airport,80,-133.076111,55.579167,2257174
Klawock Seaplane Base,0,-133.101693,55.554658,2257174
Knox County Regional Airport,56,-69.0992303,44.0601111,2257174
Knoxville Downtown Island Airport,833,-83.8736667,35.9638333,2257174
Kobuk Airport,137,-156.897222,66.912222,2257174
Kodiak,78,-152.493856,57.749967,2257174
Koliganek Airport,269,-157.259444,59.726667,2257174
Kona Intl At Keahole,47,-156.045631,19.738767,2257174
Kongiganak Airport,30,-162.881111,59.960833,2257174
Kotlik Airport,15,-163.532778,63.030556,2257174
Koyuk Alfred Adams Airport,154,-161.154167,64.939444,2257174
Koyukuk Airport,149,-157.730556,64.875833,2257174
Kulik Lake Airport,1000,-155.108089,58.96591,2257174
Kwethluk Airport,30,-161.443611,60.790278,2257174
Kwigillingok Airport,18,-163.168611,59.876389,2257174
LM Clayton Airport,1986,-105.575,48.094444,2257174
La Crosse Municipal,654,-91.256711,43.878986,2257174
La Guardia,22,-73.872608,40.777245,2257174
La Junta Muni,4238,-103.509431,38.049719,2257174
LaGrange-Callaway Airport,694,-85.0726111,33.0088611,2257174
Lackland Afb Kelly Fld Annex,691,-98.581108,29.384228,2257174
Ladd Aaf,454,-147.614444,64.8375,2257174
Lafayette Rgnl,43,-91.987611,30.205278,2257174
Lake Charles Rgnl,15,-93.223335,30.126112,2257174
Lake City Municipal Airport,201,-82.576944,30.181944,2257174
Lake Cumberland Regional Airport,927,-84.615556,37.053611,2257174
Lake Havasu City Airport,783,-114.3582778,34.5711111,2257174
Lake Hood Seaplane Base,71,-149.9653918,61.1866382,2257174
Lake Placid Airport,1747,-73.961944,44.264444,2257174
Lake Tahoe Airport,8544,-119.995278,38.893889,2257174
Lake Wales Municipal Airport,127,-81.6203889,27.8938056,2257174
Lakefront,7,-90.02825,30.0424167,2257174
Lakehurst Naes,103,-74.353333,40.033333,2257174
Lakeland,1629,-89.730833,45.927778,2257174
Lakeland Linder Regional Airport,142,-82.0185556,27.9889167,2257174
Lamar Muni,3706,-102.6885,38.069694,2257174
Lambert St Louis Intl,618,-90.370028,38.748697,2257174
Lanai,1308,-156.951419,20.785611,2257174
Lancaster Airport,403,-76.2961,40.1217,2257174
Langley Afb,11,-76.360547,37.082881,2257174
Lansdowne Airport,1044,-80.6195833,41.1304722,2257174
Lansing Municipal,620,-87.5295278,41.5349167,2257174
Laramie Regional Airport,7284,-105.675,41.3121,2257174
Laredo Intl,508,-99.461556,27.54375,2257174
Larsen Bay Airport,87,-153.976667,57.535,2257174
Las Cruces Intl,4456,-106.921972,32.289417,2257174
Las Vegas Muni,6877,-105.142389,35.654222,2257174
Laughlin Afb,1082,-100.777975,29.359486,2257174
Laughlin-Bullhead Intl,695,-114.56,35.1574,2257174
Laurence G Hanscom Fld,133,-71.289031,42.469953,2257174
Lawrence J Timmerman Airport,745,-88.0344167,43.1103889,2257174
Lawrence Municipal,833,-95.2175,39.009167,2257174
Lawrence Municipal Airport,148,-71.1234167,42.7171944,2257174
Lawson Aaf,232,-84.991283,32.337322,2257174
Lawton-Fort Sill Regional Airport,1110,-98.4166367,34.5677144,2257174
Lea Co Rgnl,3661,-103.217028,32.687528,2257174
Lebanon Municipal Airport,603,-72.3042,43.6261,2257174
Lebanon State,344,-122.5577,44.3179,2257174
Lee Airport,34,-76.568333,38.942778,2257174
Lee C Fine Memorial Airport,869,-92.5494875,38.096035,2257174
Lee Gilmer Memorial Airport,1276,-83.8302233,34.272627,2257174
Leesburg Executive Airport,389,-77.558,39.078,2257174
Lehigh Valley Intl,393,-75.440806,40.652083,2257174
Lemhi County Airport,4043,-113.881389,45.123889,2257174
Lemoore Nas,234,-119.95208,36.333012,2257174
Levelock Airport,39,-156.858611,59.128056,2257174
Lewis University Airport,680,-88.083003,41.606326,2257174
Lewiston Maine,288,-70.2835075,44.0484728,2257174
Lewiston Nez Perce Co,1442,-117.015389,46.3745,2257174
Lewistown Municipal Airport,4170,-109.467,47.0493,2257174
Liberal Muni,2885,-100.95986,37.044222,2257174
Lihue,153,-159.338958,21.975983,2257174
Lima Allen County Airport,975,-84.0270781,40.707478,2257174
Lincoln,1219,-96.75925,40.850971,2257174
Lincoln Regional Airport Karl Harder Field,121,-121.3513333,38.9091667,2257174
Linden Airport,23,-74.2445942,40.6174472,2257174
Little Rock Afb,311,-92.149722,34.916944,2257174
Livermore Municipal,400,-121.49133,37.41362,2257174
Livingood Airport,696,-148.541111,65.531111,2257174
Logan-Cache,4457,-111.852,41.791,2257174
Lompoc Airport,88,-120.4675,34.6656,2257174
London-Corbin Airport-MaGee Field,1212,-84.0773889,37.0868889,2257174
Lone Star Executive,245,-95.414467,30.351833,2257174
Long Beach,60,-118.151611,33.817722,2257174
Long Island Mac Arthur,99,-73.100222,40.79525,2257174
Long Lake,1629,-74.42044,43.9750617,2257174
Lopez Island Airport,209,-122.938,48.4839,2257174
Lorain County Regional Airport,793,-82.1776389,41.3442778,2257174
Los Alamos Airport,7171,-106.2694153,35.8798019,2257174
Los Angeles Intl,126,-118.408075,33.942536,2257174
Lost Nation Municipal Airport,626,-81.38975,41.6840278,2257174
Louis Armstrong New Orleans Intl,4,-90.258028,29.993389,2257174
Louisville International Airport,501,-85.7364989,38.1740858,2257174
Lovell Fld,683,-85.203808,35.035278,2257174
Lowell City Airport,681,-85.3439058,42.95392,2257174
Lubbock Preston Smith Intl,3282,-101.822778,33.663639,2257174
Luce County Airport,869,-85.457298,46.311199,2257174
Luke Afb,1085,-112.38306,33.535,2257174
Lynchburg Regional Preston Glenn Field,938,-79.2004,37.3267,2257174
Lynden Airport,106,-122.4581183,48.9558961,2257174
Macdill Afb,14,-82.521214,27.849339,2257174
Mackinac Island Airport,740,-84.637344,45.8649344,2257174
Macomb Municipal Airport,707,-90.6523889,40.5200833,2257174
Madera Municipal Airport,255,-120.1124444,36.9886111,2257174
Madison GA Municipal Airport,694,-83.4604444,33.612125,2257174
Magic Valley Regional Airport,4151,-114.487733,42.481803,2257174
Mahlon Sweet Fld,374,-123.211972,44.124583,2257174
Majors,535,-96.065333,33.067839,2257174
Malad City,4503,-112.289,42.17,2257174
Mammoth Yosemite Airport,7128,-118.837772,37.624049,2257174
Manassas,192,-77.515556,38.721389,2257174
Manchester Regional Airport,266,-71.435667,42.932556,2257174
Manhattan Reigonal,1057,-96.670833,39.140972,2257174
Manistee County-Blacker Airport,621,-86.246944,44.2725,2257174
Manley Hot Springs Airport,270,-150.644167,64.9975,2257174
Manokotak Airport,51,-159.05,58.990278,2257174
Mansfield Lahm Regional,1297,-82.5166389,40.8214167,2257174
Mansfield Municipal,122,-71.1967714,42.0001331,2257174
Marana Regional,2031,-111.218388,32.409556,2257174
March Arb,1535,-117.259453,33.880711,2257174
Marco Islands,5,-81.6725278,25.9950278,2257174
Marina Muni,134,-121.762347,36.681878,2257174
MariposaYosemite,2454,-120.0222,37.3039,2257174
Mark Anton Airport,718,-84.9310833,35.48625,2257174
Marshall Aaf,1063,-96.764453,39.055275,2257174
Marshall Don Hunter Sr. Airport,103,-162.026111,61.8646418,2257174
Marshfield Municipal Airport,1278,-90.1893267,44.6368797,2257174
Marshfield Municipal Airport,9,-70.6721389,42.09825,2257174
Martha\\'s Vineyard,67,-70.615278,41.391667,2257174
Martin Campbell Field Airport,1789,-84.3468333,35.0158056,2257174
Martin State,22,-76.4137778,39.3256667,2257174
Mason City Municipal,1243,-93.4067,43.2247,2257174
Massena Intl Richards Fld,215,-74.845547,44.935833,2257174
Maxwell Afb,171,-86.365778,32.382944,2257174
Mbs Intl,668,-84.079647,43.532913,2257174
Mc Alester Rgnl,770,-95.783463,34.882403,2257174
Mc Allen Miller Intl,107,-98.238611,26.175833,2257174
Mc Carran Intl,2141,-115.15225,36.080056,2257174
Mc Chord Afb,322,-122.476475,47.137678,2257174
Mc Clellan Afld,75,-121.400611,38.667639,2257174
Mc Connell Afb,1371,-97.268192,37.621853,2257174
Mc Ghee Tyson,981,-83.994028,35.810972,2257174
Mc Guire Afb,131,-74.591667,40.015556,2257174
Mc Kellar Sipes Rgnl,434,-88.915611,35.599889,2257174
Mc Minnville Muni,163,-123.135944,45.194444,2257174
McCall Municipal Airport,5021,-116.101389,44.889722,2257174
McCarthy Airport,1531,-142.90307372,61.4370608,2257174
McClellan-Palomar Airport,328,-117.1648,33.0742,2257174
McCook Regional Airport,2583,-100.592222,40.206389,2257174
McDuffie County Airport,501,-82.5169509,33.5297315,2257174
McGrath Airport,338,-155.606,62.9529,2257174
McKinley National Park Airport,1720,-148.91129,63.732757,2257174
McKinnon Airport,19,-81.3910556,31.1519722,2257174
McMinn Co,874,-84.56177,35.39919,2257174
McNary Field,214,-123.003,44.9095,2257174
Meadows Fld,507,-119.05677,35.433598,2257174
Meigs Field,585,-87.609722,41.860278,2257174
Mekoryuk Airport,48,-166.271,60.3714,2257174
Melbourne Intl,33,-80.645258,28.102753,2257174
Memorial Field,540,-93.0962,34.478,2257174
Memphis Intl,341,-89.976667,35.042417,2257174
Menominee Marinette Twin Co,625,-87.638443,45.12665,2257174
Merced Municipal Airport,156,-120.513889,37.284722,2257174
Mercer County Airport,2857,-81.2077,37.2958,2257174
Meridian Nas,317,-88.555557,32.552083,2257174
Merle K Mudhole Smith,48,-145.477556,60.491778,2257174
Merrill Fld,137,-149.844447,61.213544,2257174
Merritt Island Airport,6,-80.6854722,28.3416111,2257174
Mesa Falcon Field,1394,-111.727996826172,33.4608001708984,2257174
Metlakatla Seaplane Base,0,-131.578056,55.131111,2257174
Metropolitan Oakland Intl,9,-122.220722,37.721278,2257174
Mexia - Limestone County Airport,544,-96.5144594,31.6411783,2257174
Miami Intl,8,-80.290556,25.79325,2257174
Miami Seaplane Base,0,-80.1703,25.7783,2257174
Miami University Airport,1040,-84.7843814,39.5022607,2257174
Michigan City Municipal Airport,500,-86.8211,41.7033,2257174
Mid Delta Regional Airport,131,-90.9856,33.4829,2257174
Mid-Ohio Valley Regional Airport,858,-81.4392031,39.3451039,2257174
Middle Georgia Rgnl,354,-83.649211,32.69285,2257174
Midland Intl,2871,-102.201914,31.942528,2257174
Millington Rgnl Jetport,320,-89.870278,35.356667,2257174
Millinocket Muni,408,-68.685561,45.647836,2257174
Millville Muni,85,-75.072222,39.367806,2257174
Minchumina Airport,678,-152.301944,63.886111,2257174
Mineral Wells,974,-98.060175,32.781606,2257174
Minneapolis St Paul Intl,841,-93.221767,44.881956,2257174
Minot Afb,1668,-101.357661,48.415572,2257174
Minot Intl,1716,-101.280333,48.259378,2257174
Minto Airport,460,-149.37,65.143611,2257174
Miramar Mcas,478,-117.14175,32.867694,2257174
Mission Field Airport,4660,-110.4483056,45.6993889,2257174
Missoula Intl,3205,-114.090556,46.916306,2257174
Mobile Downtown,26,-88.068092,30.626783,2257174
Mobile Rgnl,219,-88.242814,30.691231,2257174
Modesto City Co Harry Sham,97,-120.954422,37.625817,2257174
Moffett Federal Afld,32,-122.049139,37.416142,2257174
Mojave,2791,-118.151856,35.059364,2257174
Molokai,454,-157.096256,21.152886,2257174
Monroe County Airport,846,-86.6166805,39.1460208,2257174
Monroe Reqional Airport,679,-80.62001,35.01833,2257174
Monroe Rgnl,79,-92.037689,32.510864,2257174
Monterey Peninsula,257,-121.842944,36.587,2257174
Montgomery County Airpark,0,-77.09576,39.1006,2257174
Montgomery Field,17,117.759,32.4759,2257174
Montgomery Regional Airport,221,-86.3939722,32.3006389,2257174
Montrose Regional Airport,5759,-107.894242,38.509794,2257174
Moody Afb,233,-83.193,30.967833,2257174
Moore County Airport,455,-79.3887958,35.2376111,2257174
Morgantown Airport,600,-75.8704892,40.1570414,2257174
Morgantown Muni Walter L Bill Hart Fld,1248,-79.916314,39.642908,2257174
Morristown Municipal Airport,187,-74.4148747,40.79935,2257174
Morrisville Stowe State Airport,732,-72.614,44.535,2257174
Moser Bay Seaplane Base,0,-154.145833,57.025556,2257174
Moton Field Municipal Airport,264,-85.6800278,32.4605722,2257174
Moultrie Municipal Airport,294,-83.80325,31.0849167,2257174
Mount Pleasant Regional-Faison Field,12,-79.4697,32.5387,2257174
Mountain Home Afb,2996,-115.872431,43.043603,2257174
Mountain Home Municipal Airport,3167,-115.7305671,43.1316111,2257174
Mountain Village Airport,337,-163.682,62.0954,2257174
Muir Aaf,489,-76.569411,40.434811,2257174
Municipal Airport,125,-79.0595556,34.6098056,2257174
Municipal Airport,1292,-90.8964742,43.5793603,2257174
Municipal Airport,529,-81.6850278,33.6493889,2257174
Municipal Airport,780,-88.3046825,42.6907171,2257174
Municipal Airport,90,-82.155833,28.228056,2257174
Muskegon County Airport,628,-86.2382,43.1695,2257174
Myrtle Beach Intl,25,-78.928333,33.67975,2257174
NAS Alameda,10,-122.3186,37.7861,2257174
NW Arkansas Regional,1287,-94.3068111,36.2818694,2257174
Nantucket Mem,48,-70.060181,41.253053,2257174
Napa County Airport,35,-122.2806944,38.2131944,2257174
Naples Muni,8,-81.775294,26.152619,2257174
Nashville Intl,599,-86.678194,36.124472,2257174
Natrona Co Intl,5347,-106.464417,42.908,2257174
Naval Air Station,653,-87.8225,42.090556,2257174
Nellis Afb,1870,-115.034253,36.236197,2257174
Nelson Lagoon,14,-161.160278,56.0075,2257174
New Bedford Regional Airport,80,-70.9569,41.6761,2257174
New Carrollton Rail Station,39,-76.8719,38.948,2257174
New Castle,79,-75.606528,39.678722,2257174
New Century AirCenter Airport,1087,-94.8903056,38.8309167,2257174
New Haven Rail Station,7,-72.925992,41.298669,2257174
New Orleans Nas Jrb,3,-90.035,29.825333,2257174
New Stuyahok Airport,302,-157.328,59.4499,2257174
Newark Liberty Intl,18,-74.168667,40.6925,2257174
Newark Penn Station,0,-74.164167,40.734722,2257174
Newport Municipal Airport,160,-124.057917,44.580361,2257174
Newport News Williamsburg Intl,43,-76.492989,37.131894,2257174
Newport State,172,-71.282222,41.533056,2257174
Newtok Airport,25,-164.641111,60.939167,2257174
Newton City-County Airport,1533,-97.2752278,38.0570785,2257174
Niagara Falls Intl,589,-78.946194,43.107333,2257174
Nightmute Airport,4,-164.700833,60.471111,2257174
Nikolai Airport,427,-154.383889,63.010833,2257174
Nikolski Air Station,77,-168.848889,52.941667,2257174
Noatak Airport,88,-162.975,67.5661,2257174
Nogales Intl,3955,-110.84789,31.417722,2257174
Nome,37,-165.445247,64.512203,2257174
Nondalton Airport,262,-154.851667,59.966944,2257174
Norfolk Intl,26,-76.201222,36.894611,2257174
Norfolk Ns,15,-76.289289,36.937644,2257174
Norman Y Mineta San Jose Intl,62,-121.929022,37.3626,2257174
North Central State,441,-71.491381,41.920764,2257174
North Island Nas,26,-117.21531,32.699219,2257174
North Las Vegas Airport,2205,-115.1944444,36.2106944,2257174
North Perry,8,-80.240722,26.001222,2257174
North Platte Regional Airport Lee Bird Field,2776,-100.684,41.1262,2257174
North Whale Seaplane Base,0,-133.121667,56.116389,2257174
Northeast Alabama Regional Airport,569,-86.0890834,33.9726489,2257174
Northeast Philadelphia,121,-75.010586,40.081944,2257174
Northern Aroostook Regional Airport,988,-68.312778,47.285556,2257174
Northern Maine Rgnl At Presque Isle,534,-68.044797,46.688958,2257174
Northway,1716,-141.929136,62.961334,2257174
Northwest Alabama Regional Airport,550,-87.6102,34.7453,2257174
Norwood Memorial Airport,49,-71.1729444,42.1905278,2257174
Nuiqsut Airport,38,-151.005556,70.21,2257174
Nulato Airport,399,-158.074167,64.729444,2257174
Nunapitchuk Airport,12,-162.439167,60.905833,2257174
Oakdale Airport,237,-120.8001944,37.7563333,2257174
Oakland Co. Intl,980,-83.35,42.667,2257174
Ocean Isle Beach Airport,32,-78.4366722,33.9085056,2257174
Ocean Ridge Airport,940,-123.5306389,38.8016111,2257174
Ocean Shores Municipal,15,-124.0854,46.5995,2257174
Oceana Nas,22,-76.033542,36.820703,2257174
Oceano County Airport,14,-120.62236111,35.10147222,2257174
Offutt Afb,1052,-95.912511,41.118332,2257174
Ogdensburg Intl,297,-75.4655,44.681854,2257174
Ohio State University Airport,905,-83.073,40.0798,2257174
Old Harbor Airport,55,-153.269722,57.218056,2257174
Olga Bay Seaplane Base,0,-154.229722,57.161389,2257174
Olive Branch Muni,350,-89.783333,34.876944,2257174
Olympia Regional Airpor,209,-122.9025447,46.9694044,2257174
Oneonta Municipal Airport,1763,-75.064444,42.524722,2257174
Ontario Intl,944,-117.601194,34.056,2257174
Opa Locka,8,-80.278389,25.907,2257174
Orange County Airport,364,-74.2646444,41.5099884,2257174
Orcas Island Airport,31,-122.910556,48.708056,2257174
Orlando,340,-81.57,28.398,2257174
Orlando Intl,96,-81.308994,28.429394,2257174
Orlando Sanford Intl,55,-81.237489,28.777639,2257174
Ormond Beach municipal Airport,28,-81.06497,29.1804,2257174
Oscoda Wurtsmith,634,-83.394053,44.451558,2257174
Otis Angb,131,-70.521417,41.658439,2257174
Ouzinkie Airport,55,-152.500511,57.922876,2257174
Owensboro Daviess County Airport,406,-87.1668,37.7401,2257174
Oxnard - Ventura County,15,-119.207222,34.200833,2257174
Ozona Muni,2381,-101.202972,30.735281,2257174
Packwood,1057,-121.4067,46.3625,2257174
